Id,Label,timeset,componentid,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
3371,17290,,0,1,1,2,1,1,2
3372,20155,,0,2,2,4,2,2,4
3373,26005,,0,1,1,2,1,1,2
3374,887,,0,2,2,4,2,2,4
3375,9634,,0,3,3,6,3,3,6
3376,18972,,0,1,1,2,1,1,2
3377,25321,,0,2,2,4,2,2,4
3378,20066,,0,1,1,2,1,1,2
3379,11617,,0,1,1,2,1,1,2
3380,21029,,0,1,1,2,1,1,2
3381,3850,,0,1,1,2,1,1,2
3382,9128,,0,2,2,4,2,2,4
3383,269,,0,3,3,6,3,3,6
3384,1150,,0,3,3,6,3,3,6
3385,1611,,0,3,3,6,3,3,6
3386,8128,,0,5,5,10,5,5,10
3387,9974,,0,4,4,8,4,4,8
3388,19877,,0,5,5,10,5,5,10
3389,20495,,0,2,2,4,2,2,4
3390,21638,,0,3,3,6,3,3,6
3391,21708,,0,3,3,6,3,3,6
3392,25648,,0,6,6,12,6,6,12
3393,8877,,0,1,1,2,1,1,2
3394,22738,,0,3,3,6,3,3,6
3395,6629,,0,1,1,2,1,1,2
3396,17817,,0,3,3,6,3,3,6
3397,18684,,0,3,3,6,3,3,6
3398,19501,,0,4,4,8,4,4,8
3399,20942,,0,3,3,6,3,3,6
3400,12419,,0,3,3,6,3,3,6
3401,3507,,0,3,3,6,3,3,6
3402,19313,,0,2,2,4,2,2,4
3403,21755,,0,1,1,2,1,1,2
3404,24506,,0,3,3,6,3,3,6
3405,24595,,0,2,2,4,2,2,4
3406,3594,,0,4,4,8,4,4,8
3407,23713,,0,4,4,8,4,4,8
3408,3452,,0,2,2,4,2,2,4
3409,9968,,0,3,3,6,3,3,6
3410,14383,,0,2,2,4,2,2,4
3411,14652,,0,3,3,6,3,3,6
3412,21592,,0,3,3,6,3,3,6
3413,10719,,0,4,4,8,4,4,8
3414,11034,,0,3,3,6,3,3,6
3415,18764,,0,3,3,6,3,3,6
3416,22433,,0,3,3,6,3,3,6
3417,21177,,0,3,3,6,3,3,6
3418,20526,,0,2,2,4,2,2,4
3419,6943,,0,2,2,4,2,2,4
3420,22748,,0,2,2,4,2,2,4
3421,1992,,0,1,1,2,1,1,2
3422,12112,,0,2,2,4,2,2,4
3423,17440,,0,2,2,4,2,2,4
3424,5360,,0,1,1,2,1,1,2
3425,19544,,0,1,1,2,1,1,2
3426,6506,,0,4,4,8,4,4,8
3427,16042,,0,2,2,4,2,2,4
3428,21811,,0,2,2,4,2,2,4
3429,16155,,0,1,1,2,1,1,2
3430,9483,,0,2,2,4,2,2,4
3431,12797,,0,2,2,4,2,2,4
3432,21584,,0,2,2,4,2,2,4
3433,19903,,0,1,1,2,1,1,2
3434,2851,,0,2,2,4,2,2,4
3435,1860,,0,1,1,2,1,1,2
3436,20174,,0,1,1,2,1,1,2
3437,7586,,0,3,3,6,3,3,6
3438,24183,,0,7,7,14,7,7,14
3439,4371,,0,6,6,12,6,6,12
3440,15998,,0,6,6,12,6,6,12
3441,2810,,0,3,3,6,3,3,6
3442,18145,,0,2,2,4,2,2,4
3443,21799,,0,2,2,4,2,2,4
3444,5241,,0,1,1,2,1,1,2
3445,1404,,0,4,4,8,4,4,8
3446,2562,,0,4,4,8,4,4,8
3447,11199,,0,4,4,8,4,4,8
3448,18552,,0,2,2,4,2,2,4
3449,20884,,0,2,2,4,2,2,4
3450,200,,0,14,14,28,14,14,28
3451,492,,0,14,14,28,14,14,28
3452,6708,,0,14,14,28,14,14,28
3453,8151,,0,14,14,28,14,14,28
3454,9020,,0,14,14,28,14,14,28
3455,9021,,0,14,14,28,14,14,28
3456,9208,,0,14,14,28,14,14,28
3457,9722,,0,14,14,28,14,14,28
3458,16719,,0,2,2,4,2,2,4
3459,16882,,0,14,14,28,14,14,28
3460,17016,,0,2,2,4,2,2,4
3461,17022,,0,14,14,28,14,14,28
3462,19586,,0,14,14,28,14,14,28
3463,19678,,0,14,14,28,14,14,28
3464,24861,,0,14,14,28,14,14,28
3465,21051,,0,4,4,8,4,4,8
3466,1125,,0,1,1,2,1,1,2
3467,8055,,0,2,2,4,2,2,4
3468,8526,,0,3,3,6,3,3,6
3469,9486,,0,1,1,2,1,1,2
3470,11537,,0,4,4,8,4,4,8
3471,18880,,0,2,2,4,2,2,4
3472,18909,,0,1,1,2,1,1,2
3473,23476,,0,3,3,6,3,3,6
3474,10878,,0,5,5,10,5,5,10
3475,14078,,0,5,5,10,5,5,10
3476,18455,,0,1,1,2,1,1,2
3477,5483,,0,2,2,4,2,2,4
3478,18884,,0,2,2,4,2,2,4
3479,22727,,0,2,2,4,2,2,4
3480,5240,,0,6,6,12,6,6,12
3481,16230,,0,1,1,2,1,1,2
3482,70,,0,2,2,4,2,2,4
3483,4727,,0,4,4,8,4,4,8
3484,123,,0,1,1,2,1,1,2
3485,23240,,0,1,1,2,1,1,2
3486,3980,,0,2,2,4,2,2,4
3487,16962,,0,2,2,4,2,2,4
3488,2080,,0,2,2,4,2,2,4
3489,4069,,0,1,1,2,1,1,2
3490,3982,,0,1,1,2,1,1,2
3491,9090,,0,10,10,20,10,10,20
3492,1968,,0,1,1,2,1,1,2
3493,15942,,0,1,1,2,1,1,2
3494,9135,,0,1,1,2,1,1,2
3495,2184,,0,3,3,6,3,3,6
3496,23866,,0,1,1,2,1,1,2
3497,12696,,0,1,1,2,1,1,2
3498,9913,,0,2,2,4,2,2,4
3499,22382,,0,1,1,2,1,1,2
3500,5402,,0,1,1,2,1,1,2
3501,15947,,0,1,1,2,1,1,2
3502,6081,,0,2,2,4,2,2,4
3503,6919,,0,1,1,2,1,1,2
3504,19358,,0,2,2,4,2,2,4
3505,23616,,0,1,1,2,1,1,2
3506,7281,,0,1,1,2,1,1,2
3507,2144,,0,23,23,46,23,23,46
3508,2774,,0,23,23,46,23,23,46
3509,3055,,0,23,23,46,23,23,46
3510,3652,,0,23,23,46,23,23,46
3511,3655,,0,23,23,46,23,23,46
3512,3766,,0,23,23,46,23,23,46
3513,3814,,0,23,23,46,23,23,46
3514,6388,,0,23,23,46,23,23,46
3515,7096,,0,23,23,46,23,23,46
3516,9249,,0,23,23,46,23,23,46
3517,12051,,0,23,23,46,23,23,46
3518,12423,,0,23,23,46,23,23,46
3519,12885,,0,23,23,46,23,23,46
3520,14808,,0,23,23,46,23,23,46
3521,15173,,0,23,23,46,23,23,46
3522,15189,,0,23,23,46,23,23,46
3523,15999,,0,23,23,46,23,23,46
3524,18942,,0,23,23,46,23,23,46
3525,19705,,0,23,23,46,23,23,46
3526,20250,,0,23,23,46,23,23,46
3527,21030,,0,23,23,46,23,23,46
3528,21825,,0,23,23,46,23,23,46
3529,25108,,0,23,23,46,23,23,46
3530,6807,,0,2,2,4,2,2,4
3531,6806,,0,2,2,4,2,2,4
3532,8864,,0,4,4,8,4,4,8
3533,16131,,0,4,4,8,4,4,8
3534,16235,,0,2,2,4,2,2,4
3535,16280,,0,4,4,8,4,4,8
3536,17137,,0,4,4,8,4,4,8
3537,23810,,0,2,2,4,2,2,4
3538,7878,,0,4,4,8,4,4,8
3539,17575,,0,4,4,8,4,4,8
3540,17683,,0,4,4,8,4,4,8
3541,23915,,0,9,9,18,9,9,18
3542,12266,,0,9,9,18,9,9,18
3543,15678,,0,9,9,18,9,9,18
3544,17134,,0,9,9,18,9,9,18
3545,21436,,0,9,9,18,9,9,18
3546,23488,,0,9,9,18,9,9,18
3547,25575,,0,9,9,18,9,9,18
3548,9988,,0,2,2,4,2,2,4
3549,14620,,0,2,2,4,2,2,4
3550,2044,,0,4,4,8,4,4,8
3551,4490,,0,4,4,8,4,4,8
3552,4825,,0,6,6,12,6,6,12
3553,9593,,0,4,4,8,4,4,8
3554,15250,,0,2,2,4,2,2,4
3555,15589,,0,2,2,4,2,2,4
3556,17581,,0,1,1,2,1,1,2
3557,15898,,0,3,3,6,3,3,6
3558,12644,,0,1,1,2,1,1,2
3559,20528,,0,1,1,2,1,1,2
3560,18030,,0,9,9,18,9,9,18
3561,8457,,0,2,2,4,2,2,4
3562,9037,,0,10,10,20,10,10,20
3563,13483,,0,1,1,2,1,1,2
3564,14711,,0,1,1,2,1,1,2
3565,23623,,0,2,2,4,2,2,4
3566,1436,,0,3,3,6,3,3,6
3567,20064,,0,2,2,4,2,2,4
3568,20331,,0,1,1,2,1,1,2
3569,750,,0,2,2,4,2,2,4
3570,19641,,0,2,2,4,2,2,4
3571,18097,,0,1,1,2,1,1,2
3572,408,,0,2,2,4,2,2,4
3573,13834,,0,1,1,2,1,1,2
3574,16225,,0,2,2,4,2,2,4
3575,21404,,0,2,2,4,2,2,4
3576,26058,,0,5,5,10,5,5,10
3577,5361,,0,1,1,2,1,1,2
3578,11878,,0,1,1,2,1,1,2
3579,18557,,0,2,2,4,2,2,4
3580,8310,,0,1,1,2,1,1,2
3581,21401,,0,4,4,8,4,4,8
3582,19996,,0,3,3,6,3,3,6
3583,380,,0,3,3,6,3,3,6
3584,20078,,0,3,3,6,3,3,6
3585,21131,,0,1,1,2,1,1,2
3586,23859,,0,1,1,2,1,1,2
3587,2563,,0,1,1,2,1,1,2
3588,8437,,0,2,2,4,2,2,4
3589,12071,,0,2,2,4,2,2,4
3590,7011,,0,1,1,2,1,1,2
3591,8702,,0,1,1,2,1,1,2
3592,18159,,0,1,1,2,1,1,2
3593,15191,,0,1,1,2,1,1,2
3594,11066,,0,3,3,6,3,3,6
3595,1493,,0,11,11,22,11,11,22
3596,3811,,0,11,11,22,11,11,22
3597,914,,0,7,7,14,7,7,14
3598,2243,,0,7,7,14,7,7,14
3599,3442,,0,7,7,14,7,7,14
3600,5162,,0,7,7,14,7,7,14
3601,18633,,0,7,7,14,7,7,14
3602,10446,,0,1,1,2,1,1,2
3603,1353,,0,4,4,8,4,4,8
3604,3286,,0,3,3,6,3,3,6
3605,15478,,0,1,1,2,1,1,2
3606,24203,,0,2,2,4,2,2,4
3607,6280,,0,5,5,10,5,5,10
3608,15200,,0,1,1,2,1,1,2
3609,10445,,0,2,2,4,2,2,4
3610,8925,,0,3,3,6,3,3,6
3611,16505,,0,5,5,10,5,5,10
3612,20255,,0,1,1,2,1,1,2
3613,21450,,0,5,5,10,5,5,10
3614,15495,,0,4,4,8,4,4,8
3615,24970,,0,6,6,12,6,6,12
3616,11631,,0,2,2,4,2,2,4
3617,23786,,0,2,2,4,2,2,4
3618,25534,,0,2,2,4,2,2,4
3619,839,,0,2,2,4,2,2,4
3620,7098,,0,3,3,6,3,3,6
3621,12642,,0,1,1,2,1,1,2
3622,21184,,0,3,3,6,3,3,6
3623,2386,,0,2,2,4,2,2,4
3624,6503,,0,5,5,10,5,5,10
3625,7695,,0,1,1,2,1,1,2
3626,16102,,0,4,4,8,4,4,8
3627,22463,,0,4,4,8,4,4,8
3628,3878,,0,3,3,6,3,3,6
3629,16584,,0,4,4,8,4,4,8
3630,4469,,0,1,1,2,1,1,2
3631,21927,,0,4,4,8,4,4,8
3632,6626,,0,3,3,6,3,3,6
3633,10805,,0,3,3,6,3,3,6
3634,25069,,0,2,2,4,2,2,4
3635,25628,,0,3,3,6,3,3,6
3636,5533,,0,2,2,4,2,2,4
3637,19810,,0,2,2,4,2,2,4
3638,20772,,0,3,3,6,3,3,6
3639,23248,,0,1,1,2,1,1,2
3640,26193,,0,5,5,10,5,5,10
3641,19801,,0,1,1,2,1,1,2
3642,65,,0,7,7,14,7,7,14
3643,358,,0,2,2,4,2,2,4
3644,8678,,0,2,2,4,2,2,4
3645,15626,,0,1,1,2,1,1,2
3646,8301,,0,2,2,4,2,2,4
3647,267,,0,3,3,6,3,3,6
3648,6632,,0,3,3,6,3,3,6
3649,8386,,0,4,4,8,4,4,8
3650,14345,,0,1,1,2,1,1,2
3651,9391,,0,2,2,4,2,2,4
3652,3185,,0,1,1,2,1,1,2
3653,13291,,0,3,3,6,3,3,6
3654,20547,,0,3,3,6,3,3,6
3655,20792,,0,3,3,6,3,3,6
3656,7885,,0,2,2,4,2,2,4
3657,19551,,0,3,3,6,3,3,6
3658,22190,,0,1,1,2,1,1,2
3659,9758,,0,3,3,6,3,3,6
3660,17006,,0,4,4,8,4,4,8
3661,2879,,0,1,1,2,1,1,2
3662,11844,,0,3,3,6,3,3,6
3663,7854,,0,2,2,4,2,2,4
3664,1427,,0,2,2,4,2,2,4
3665,199,,0,2,2,4,2,2,4
3666,16935,,0,3,3,6,3,3,6
3667,2316,,0,3,3,6,3,3,6
3668,1855,,0,2,2,4,2,2,4
3669,2527,,0,2,2,4,2,2,4
3670,5057,,0,2,2,4,2,2,4
3671,17124,,0,5,5,10,5,5,10
3672,164,,0,2,2,4,2,2,4
3673,5698,,0,1,1,2,1,1,2
3674,11713,,0,1,1,2,1,1,2
3675,25598,,0,2,2,4,2,2,4
3676,25661,,0,3,3,6,3,3,6
3677,1825,,0,2,2,4,2,2,4
3678,6226,,0,2,2,4,2,2,4
3679,14317,,0,2,2,4,2,2,4
3680,20775,,0,1,1,2,1,1,2
3681,20940,,0,6,6,12,6,6,12
3682,6039,,0,1,1,2,1,1,2
3683,6176,,0,2,2,4,2,2,4
3684,6303,,0,2,2,4,2,2,4
3685,15161,,0,2,2,4,2,2,4
3686,20949,,0,3,3,6,3,3,6
3687,4293,,0,3,3,6,3,3,6
3688,19051,,0,1,1,2,1,1,2
3689,1025,,0,1,1,2,1,1,2
3690,1026,,0,2,2,4,2,2,4
3691,1696,,0,2,2,4,2,2,4
3692,15197,,0,2,2,4,2,2,4
3693,18195,,0,2,2,4,2,2,4
3694,9248,,0,5,5,10,5,5,10
3695,1962,,0,2,2,4,2,2,4
3696,4425,,0,5,5,10,5,5,10
3697,7278,,0,1,1,2,1,1,2
3698,252,,0,1,1,2,1,1,2
3699,15418,,0,1,1,2,1,1,2
3700,17341,,0,1,1,2,1,1,2
3701,24470,,0,1,1,2,1,1,2
3702,7857,,0,2,2,4,2,2,4
3703,25114,,0,1,1,2,1,1,2
3704,12614,,0,3,3,6,3,3,6
3705,10640,,0,2,2,4,2,2,4
3706,15247,,0,2,2,4,2,2,4
3707,1782,,0,2,2,4,2,2,4
3708,13521,,0,1,1,2,1,1,2
3709,18784,,0,1,1,2,1,1,2
3710,15357,,0,9,9,18,9,9,18
3711,6076,,0,6,6,12,6,6,12
3712,7311,,0,6,6,12,6,6,12
3713,12615,,0,6,6,12,6,6,12
3714,15163,,0,6,6,12,6,6,12
3715,18913,,0,3,3,6,3,3,6
3716,13990,,0,2,2,4,2,2,4
3717,26020,,0,2,2,4,2,2,4
3718,5477,,0,2,2,4,2,2,4
3719,13497,,0,1,1,2,1,1,2
3720,7247,,0,3,3,6,3,3,6
3721,9459,,0,3,3,6,3,3,6
3722,11829,,0,3,3,6,3,3,6
3723,5417,,0,3,3,6,3,3,6
3724,20513,,0,3,3,6,3,3,6
3725,24877,,0,8,8,16,8,8,16
3726,9103,,0,2,2,4,2,2,4
3727,25962,,0,2,2,4,2,2,4
3728,21195,,0,4,4,8,4,4,8
3729,15171,,0,4,4,8,4,4,8
3730,17864,,0,4,4,8,4,4,8
3731,23417,,0,4,4,8,4,4,8
3732,6918,,0,4,4,8,4,4,8
3733,7650,,0,37,37,74,37,37,74
3734,20636,,0,2,2,4,2,2,4
3735,4103,,0,3,3,6,3,3,6
3736,12312,,0,3,3,6,3,3,6
3737,17994,,0,2,2,4,2,2,4
3738,26021,,0,2,2,4,2,2,4
3739,369,,0,5,5,10,5,5,10
3740,7727,,0,3,3,6,3,3,6
3741,16433,,0,5,5,10,5,5,10
3742,16570,,0,4,4,8,4,4,8
3743,2073,,0,3,3,6,3,3,6
3744,23064,,0,1,1,2,1,1,2
3745,11502,,0,7,7,14,7,7,14
3746,12158,,0,3,3,6,3,3,6
3747,19256,,0,1,1,2,1,1,2
3748,1822,,0,1,1,2,1,1,2
3749,3773,,0,1,1,2,1,1,2
3750,12887,,0,1,1,2,1,1,2
3751,21695,,0,4,4,8,4,4,8
3752,855,,0,1,1,2,1,1,2
3753,4261,,0,1,1,2,1,1,2
3754,7772,,0,1,1,2,1,1,2
3755,10346,,0,5,5,10,5,5,10
3756,15687,,0,3,3,6,3,3,6
3757,19143,,0,3,3,6,3,3,6
3758,19383,,0,3,3,6,3,3,6
3759,16819,,0,2,2,4,2,2,4
3760,8184,,0,4,4,8,4,4,8
3761,10500,,0,4,4,8,4,4,8
3762,17546,,0,4,4,8,4,4,8
3763,22466,,0,4,4,8,4,4,8
3764,25159,,0,4,4,8,4,4,8
3765,17818,,0,3,3,6,3,3,6
3766,23219,,0,2,2,4,2,2,4
3767,23809,,0,4,4,8,4,4,8
3768,9151,,0,1,1,2,1,1,2
3769,25856,,0,1,1,2,1,1,2
3770,13036,,0,1,1,2,1,1,2
3771,2997,,0,3,3,6,3,3,6
3772,6888,,0,3,3,6,3,3,6
3773,8449,,0,3,3,6,3,3,6
3774,13490,,0,3,3,6,3,3,6
3775,19528,,0,3,3,6,3,3,6
3776,22577,,0,2,2,4,2,2,4
3777,25440,,0,2,2,4,2,2,4
3778,5363,,0,4,4,8,4,4,8
3779,253,,0,3,3,6,3,3,6
3780,4634,,0,3,3,6,3,3,6
3781,17122,,0,1,1,2,1,1,2
3782,6737,,0,2,2,4,2,2,4
3783,6666,,0,5,5,10,5,5,10
3784,17986,,0,1,1,2,1,1,2
3785,21190,,0,2,2,4,2,2,4
3786,24713,,0,6,6,12,6,6,12
3787,22746,,0,2,2,4,2,2,4
3788,25719,,0,1,1,2,1,1,2
3789,4380,,0,2,2,4,2,2,4
3790,16756,,0,2,2,4,2,2,4
3791,16598,,0,4,4,8,4,4,8
3792,1793,,0,2,2,4,2,2,4
3793,5481,,0,2,2,4,2,2,4
3794,22088,,0,1,1,2,1,1,2
3795,4641,,0,2,2,4,2,2,4
3796,17937,,0,2,2,4,2,2,4
3797,21660,,0,1,1,2,1,1,2
3798,25977,,0,2,2,4,2,2,4
3799,357,,0,4,4,8,4,4,8
3800,23300,,0,4,4,8,4,4,8
3801,24960,,0,4,4,8,4,4,8
3802,18597,,0,1,1,2,1,1,2
3803,11903,,0,3,3,6,3,3,6
3804,12157,,0,1,1,2,1,1,2
3805,24210,,0,4,4,8,4,4,8
3806,3825,,0,2,2,4,2,2,4
3807,20893,,0,2,2,4,2,2,4
3808,12749,,0,1,1,2,1,1,2
3809,11626,,0,2,2,4,2,2,4
3810,16941,,0,1,1,2,1,1,2
3811,17297,,0,3,3,6,3,3,6
3812,16227,,0,2,2,4,2,2,4
3813,17861,,0,2,2,4,2,2,4
3814,3849,,0,3,3,6,3,3,6
3815,7010,,0,3,3,6,3,3,6
3816,7506,,0,3,3,6,3,3,6
3817,9312,,0,3,3,6,3,3,6
3818,20781,,0,2,2,4,2,2,4
3819,3988,,0,1,1,2,1,1,2
3820,16348,,0,1,1,2,1,1,2
3821,19247,,0,1,1,2,1,1,2
3822,8728,,0,2,2,4,2,2,4
3823,3136,,0,4,4,8,4,4,8
3824,14869,,0,1,1,2,1,1,2
3825,19223,,0,1,1,2,1,1,2
3826,25089,,0,3,3,6,3,3,6
3827,13035,,0,3,3,6,3,3,6
3828,16110,,0,3,3,6,3,3,6
3829,26130,,0,3,3,6,3,3,6
3830,9893,,0,1,1,2,1,1,2
3831,938,,0,2,2,4,2,2,4
3832,5087,,0,2,2,4,2,2,4
3833,751,,0,1,1,2,1,1,2
3834,11108,,0,1,1,2,1,1,2
3835,7638,,0,2,2,4,2,2,4
3836,7648,,0,2,2,4,2,2,4
3837,5829,,0,1,1,2,1,1,2
3838,19871,,0,2,2,4,2,2,4
3839,25526,,0,2,2,4,2,2,4
3840,5542,,0,1,1,2,1,1,2
3841,14747,,0,3,3,6,3,3,6
3842,17463,,0,1,1,2,1,1,2
3843,21550,,0,4,4,8,4,4,8
3844,24220,,0,4,4,8,4,4,8
3845,25179,,0,1,1,2,1,1,2
3846,25553,,0,4,4,8,4,4,8
3847,25554,,0,4,4,8,4,4,8
3848,1879,,0,1,1,2,1,1,2
3849,21548,,0,1,1,2,1,1,2
3850,5182,,0,2,2,4,2,2,4
3851,13311,,0,2,2,4,2,2,4
3852,18379,,0,1,1,2,1,1,2
3853,9597,,0,1,1,2,1,1,2
3854,11820,,0,2,2,4,2,2,4
3855,17019,,0,2,2,4,2,2,4
3856,17121,,0,1,1,2,1,1,2
3857,4488,,0,9,9,18,9,9,18
3858,23686,,0,1,1,2,1,1,2
3859,1613,,0,4,4,8,4,4,8
3860,13992,,0,4,4,8,4,4,8
3861,15217,,0,4,4,8,4,4,8
3862,15665,,0,1,1,2,1,1,2
3863,16154,,0,8,8,16,8,8,16
3864,21159,,0,1,1,2,1,1,2
3865,192,,0,4,4,8,4,4,8
3866,4959,,0,1,1,2,1,1,2
3867,6867,,0,2,2,4,2,2,4
3868,2142,,0,5,5,10,5,5,10
3869,13283,,0,4,4,8,4,4,8
3870,23858,,0,4,4,8,4,4,8
3871,24601,,0,4,4,8,4,4,8
3872,21814,,0,2,2,4,2,2,4
3873,1279,,0,2,2,4,2,2,4
3874,14550,,0,2,2,4,2,2,4
3875,19739,,0,2,2,4,2,2,4
3876,20568,,0,2,2,4,2,2,4
3877,17502,,0,2,2,4,2,2,4
3878,17740,,0,2,2,4,2,2,4
3879,9266,,0,1,1,2,1,1,2
3880,1293,,0,34,34,68,34,34,68
3881,2621,,0,34,34,68,34,34,68
3882,2623,,0,34,34,68,34,34,68
3883,3283,,0,34,34,68,34,34,68
3884,3812,,0,34,34,68,34,34,68
3885,3820,,0,34,34,68,34,34,68
3886,3824,,0,34,34,68,34,34,68
3887,4834,,0,36,36,72,36,36,72
3888,5131,,0,34,34,68,34,34,68
3889,6222,,0,34,34,68,34,34,68
3890,6456,,0,34,34,68,34,34,68
3891,6525,,0,34,34,68,34,34,68
3892,6868,,0,34,34,68,34,34,68
3893,7525,,0,34,34,68,34,34,68
3894,8448,,0,34,34,68,34,34,68
3895,9433,,0,34,34,68,34,34,68
3896,12802,,0,34,34,68,34,34,68
3897,13482,,0,34,34,68,34,34,68
3898,13526,,0,34,34,68,34,34,68
3899,14157,,0,37,37,74,37,37,74
3900,14373,,0,34,34,68,34,34,68
3901,15148,,0,34,34,68,34,34,68
3902,17600,,0,34,34,68,34,34,68
3903,17819,,0,34,34,68,34,34,68
3904,17823,,0,34,34,68,34,34,68
3905,17824,,0,34,34,68,34,34,68
3906,18000,,0,34,34,68,34,34,68
3907,18444,,0,34,34,68,34,34,68
3908,22324,,0,34,34,68,34,34,68
3909,22901,,0,34,34,68,34,34,68
3910,24474,,0,34,34,68,34,34,68
3911,24479,,0,34,34,68,34,34,68
3912,24615,,0,34,34,68,34,34,68
3913,26039,,0,34,34,68,34,34,68
3914,21149,,0,3,3,6,3,3,6
3915,312,,0,2,2,4,2,2,4
3916,16545,,0,2,2,4,2,2,4
3917,23418,,0,1,1,2,1,1,2
3918,7524,,0,7,7,14,7,7,14
3919,15372,,0,10,10,20,10,10,20
3920,18685,,0,7,7,14,7,7,14
3921,22083,,0,7,7,14,7,7,14
3922,8504,,0,1,1,2,1,1,2
3923,21152,,0,2,2,4,2,2,4
3924,11522,,0,4,4,8,4,4,8
3925,8857,,0,4,4,8,4,4,8
3926,12235,,0,6,6,12,6,6,12
3927,22129,,0,3,3,6,3,3,6
3928,25387,,0,3,3,6,3,3,6
3929,23216,,0,3,3,6,3,3,6
3930,2750,,0,1,1,2,1,1,2
3931,20668,,0,1,1,2,1,1,2
3932,4750,,0,2,2,4,2,2,4
3933,19147,,0,2,2,4,2,2,4
3934,22233,,0,7,7,14,7,7,14
3935,14843,,0,3,3,6,3,3,6
3936,20569,,0,3,3,6,3,3,6
3937,13832,,0,1,1,2,1,1,2
3938,10990,,0,1,1,2,1,1,2
3939,18613,,0,4,4,8,4,4,8
3940,12612,,0,4,4,8,4,4,8
3941,19208,,0,4,4,8,4,4,8
3942,10116,,0,1,1,2,1,1,2
3943,2388,,0,3,3,6,3,3,6
3944,16955,,0,3,3,6,3,3,6
3945,4704,,0,3,3,6,3,3,6
3946,8801,,0,4,4,8,4,4,8
3947,12695,,0,3,3,6,3,3,6
3948,15420,,0,2,2,4,2,2,4
3949,11926,,0,1,1,2,1,1,2
3950,22487,,0,2,2,4,2,2,4
3951,25891,,0,2,2,4,2,2,4
3952,12745,,0,1,1,2,1,1,2
3953,6455,,0,1,1,2,1,1,2
3954,11929,,0,1,1,2,1,1,2
3955,21293,,0,2,2,4,2,2,4
3956,15715,,0,1,1,2,1,1,2
3957,18314,,0,10,10,20,10,10,20
3958,5395,,0,3,3,6,3,3,6
3959,11141,,0,5,5,10,5,5,10
3960,4263,,0,3,3,6,3,3,6
3961,6859,,0,3,3,6,3,3,6
3962,17999,,0,3,3,6,3,3,6
3963,18282,,0,3,3,6,3,3,6
3964,315,,0,1,1,2,1,1,2
3965,4275,,0,5,5,10,5,5,10
3966,17878,,0,2,2,4,2,2,4
3967,14809,,0,1,1,2,1,1,2
3968,15524,,0,1,1,2,1,1,2
3969,9441,,0,1,1,2,1,1,2
3970,4242,,0,2,2,4,2,2,4
3971,14841,,0,1,1,2,1,1,2
3972,7595,,0,2,2,4,2,2,4
3973,8118,,0,2,2,4,2,2,4
3974,15802,,0,1,1,2,1,1,2
3975,11664,,0,2,2,4,2,2,4
3976,9074,,0,4,4,8,4,4,8
3977,12425,,0,4,4,8,4,4,8
3978,18275,,0,1,1,2,1,1,2
3979,17114,,0,2,2,4,2,2,4
3980,20489,,0,2,2,4,2,2,4
3981,7088,,0,2,2,4,2,2,4
3982,7546,,0,4,4,8,4,4,8
3983,12318,,0,3,3,6,3,3,6
3984,19800,,0,3,3,6,3,3,6
3985,11528,,0,2,2,4,2,2,4
3986,22244,,0,1,1,2,1,1,2
3987,19450,,0,1,1,2,1,1,2
3988,22503,,0,2,2,4,2,2,4
3989,16486,,0,2,2,4,2,2,4
3990,1823,,0,1,1,2,1,1,2
3991,2003,,0,2,2,4,2,2,4
3992,22031,,0,1,1,2,1,1,2
3993,18370,,0,4,4,8,4,4,8
3994,3431,,0,1,1,2,1,1,2
3995,18278,,0,1,1,2,1,1,2
3996,19440,,0,3,3,6,3,3,6
3997,3772,,0,1,1,2,1,1,2
3998,299,,0,5,5,10,5,5,10
3999,14174,,0,2,2,4,2,2,4
4000,18746,,0,2,2,4,2,2,4
4001,22051,,0,5,5,10,5,5,10
4002,22075,,0,2,2,4,2,2,4
4003,14616,,0,2,2,4,2,2,4
4004,10514,,0,2,2,4,2,2,4
4005,5661,,0,1,1,2,1,1,2
4006,93,,0,5,5,10,5,5,10
4007,20328,,0,10,10,20,10,10,20
4008,16608,,0,3,3,6,3,3,6
4009,11583,,0,1,1,2,1,1,2
4010,71,,0,1,1,2,1,1,2
4011,6835,,0,1,1,2,1,1,2
4012,5825,,0,4,4,8,4,4,8
4013,9018,,0,3,3,6,3,3,6
4014,14374,,0,4,4,8,4,4,8
4015,18299,,0,5,5,10,5,5,10
4016,19687,,0,4,4,8,4,4,8
4017,628,,0,1,1,2,1,1,2
4018,9413,,0,2,2,4,2,2,4
4019,13641,,0,1,1,2,1,1,2
4020,915,,0,2,2,4,2,2,4
4021,10438,,0,2,2,4,2,2,4
4022,18624,,0,2,2,4,2,2,4
4023,20558,,0,2,2,4,2,2,4
4024,18066,,0,3,3,6,3,3,6
4025,12787,,0,3,3,6,3,3,6
4026,21621,,0,6,6,12,6,6,12
4027,17343,,0,2,2,4,2,2,4
4028,10684,,0,2,2,4,2,2,4
4029,4018,,0,2,2,4,2,2,4
4030,3964,,0,3,3,6,3,3,6
4031,9414,,0,3,3,6,3,3,6
4032,12640,,0,3,3,6,3,3,6
4033,21101,,0,1,1,2,1,1,2
4034,23146,,0,8,8,16,8,8,16
4035,778,,0,3,3,6,3,3,6
